CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
sdv-id-cYnOqR,178143,1540691,3437634,7.4827,15.5141,1.7607,7221,2346,0.5097,0.0378,0.0028,0.0011,278,235,0.5005,0.006,0.0077,0.0,17177,10135,0.5959,0.0888,0.0071,0.0028,1192,989,0.7144,0.0001,0.0,0.0,12547,4129,0.4628,0.0894,0.0069,0.0012,48923,26101,0.538,0.2776,0.0276,0.0139,9735,5775,0.3857,0.0467,0.005,0.0017,0,1,1.0,0.1255,0.029,0.0125,8001,3628,0.4563,0.0476,0.0042,0.0017,50675,2926,0.4895,0.0724,0.0304,0.0081,15575,7255,0.5017,0.0848,0.0091,0.0039,142498,71900,0.5161,0.7612,0.1125,0.0525,High,1,1,0,1,1,466,1
sdv-id-aFaViP,163597,825416,374966,6.8703,2.8821,0.3572,5113,3555,0.3108,0.0286,0.005,0.0126,23877,17072,0.5034,0.1842,0.0596,0.0031,7288,3731,0.4945,0.0537,0.0098,0.0274,806,482,0.8791,0.0,0.0,0.0,9990,4761,0.5693,0.0828,0.0045,0.001,50936,25819,0.4937,0.2966,0.067,0.129,11075,6841,0.8109,0.0593,0.0136,0.024,2,16,1.0,0.1534,0.0594,0.0269,6947,4104,0.4779,0.0463,0.0099,0.0191,68732,4537,0.437,0.1111,0.0653,0.0279,16952,8787,0.5047,0.0907,0.0192,0.0485,173181,89775,0.5141,1.0,0.1893,0.3663,High,1,0,0,1,1,617,0
sdv-id-uwMnMc,381628,1264840,4986913,4.9944,15.3145,4.8625,9836,5348,0.2282,0.0228,0.0086,0.0014,7260,8223,0.505,0.0662,0.0302,0.0003,40397,22103,0.5022,0.0982,0.0222,0.0041,1330,1046,0.9672,0.0005,0.0,0.0,1425,1138,0.5342,0.059,0.0013,0.0003,42804,19341,0.4918,0.0905,0.0336,0.007,5105,119,0.3359,0.0111,0.0037,0.0008,6815,6375,1.0,0.2474,0.0982,0.0365,11053,6858,0.6306,0.0291,0.0084,0.0014,110081,45714,0.5398,0.2559,0.1585,0.0498,19659,9921,0.5049,0.0506,0.0147,0.003,327435,180273,0.501,0.8784,0.254,0.0519,High,1,1,1,1,0,506,1
sdv-id-lRrLSZ,159821,475840,1689933,3.4819,9.0849,4.0811,11157,5011,0.2643,0.0739,0.0285,0.0094,10081,10349,0.5019,0.1342,0.0312,0.0012,21438,11818,0.4961,0.1439,0.0445,0.0135,520,274,0.6011,0.0,0.0,0.0,529,234,0.5511,0.0506,0.0017,0.0003,20747,10743,0.4974,0.1363,0.0418,0.0109,2450,464,0.9482,0.0151,0.0057,0.0012,0,1,1.0,0.1196,0.0343,0.0114,9756,4649,0.4758,0.0533,0.0183,0.0046,25871,5,0.4699,0.0061,0.0403,0.0004,12547,7030,0.5042,0.0668,0.0198,0.0048,123678,66557,0.5084,0.8239,0.2466,0.0911,No,1,0,0,1,0,555,1
sdv-id-bloaOl,115276,462868,463099,4.3337,5.2728,1.3577,3703,4750,0.7915,0.0411,0.0173,0.0078,32382,19138,0.5031,0.2177,0.0613,0.0054,16650,11442,0.7325,0.1758,0.046,0.0354,755,585,0.4058,0.0,0.0,0.0,0,0,0.4472,0.0061,0.0,0.0,27514,14091,0.5021,0.2526,0.0556,0.0343,7801,5760,0.5221,0.0749,0.0202,0.0124,0,0,1.0,0.0917,0.0274,0.0109,5708,4396,0.5496,0.0606,0.0141,0.012,10551,0,0.5423,0.0014,0.0161,0.0002,12411,5165,0.5022,0.099,0.0216,0.0195,95243,50022,0.5455,0.6757,0.1605,0.1524,No,1,0,0,1,0,617,0
sdv-id-HIENbK,513932,2408540,3146004,5.7525,7.6691,1.4214,15409,4280,0.1653,0.025,0.0031,0.0032,1372,1244,0.5002,0.007,0.0076,0.0001,14027,6269,0.4941,0.025,0.0037,0.0037,1410,1043,1.0229,0.0008,0.0,0.0,5580,2845,0.5157,0.0523,0.0017,0.0006,93924,46533,0.4215,0.2853,0.0362,0.0397,22289,9441,0.5404,0.0531,0.0086,0.0098,7,40,1.0,0.1554,0.0381,0.0168,15097,7902,0.5293,0.0316,0.0054,0.0056,129561,87867,0.5611,0.2974,0.1482,0.0833,20498,10312,0.5036,0.0738,0.0122,0.0169,390681,185654,0.4886,0.7064,0.1252,0.0971,High,1,1,0,1,0,646,0
sdv-id-LjaOBZ,140370,314132,186399,2.2337,1.3117,0.999,12926,2175,0.087,0.0891,0.0494,0.0477,3,1,0.5038,0.0001,0.0057,0.0,20845,8872,0.4931,0.1428,0.0787,0.0788,1368,989,0.3243,0.0007,0.0,0.0,22078,11750,0.512,0.1079,0.066,0.0102,14601,7911,0.4954,0.1133,0.0517,0.0716,7988,88,0.1166,0.0523,0.0289,0.0302,1,6,1.0,0.1349,0.0476,0.0292,7175,3923,0.4628,0.0532,0.0271,0.0312,45520,1447,0.0214,0.0777,0.0651,0.0315,7538,3993,0.5029,0.0592,0.0273,0.0321,109582,47344,0.3268,0.7565,0.4034,0.4306,High,1,0,0,1,1,671,0
sdv-id-aDpFle,350385,933647,1524790,2.2409,4.4128,1.9677,18537,11474,0.5856,0.053,0.0363,0.0176,11761,12036,0.5026,0.1287,0.0381,0.0013,29161,14014,0.4932,0.0726,0.0339,0.0184,383,349,1.2824,0.0,0.0,0.0,12,24,0.4991,0.0185,0.0002,0.0001,24663,11723,0.5352,0.0646,0.028,0.0179,9549,10989,0.5374,0.0268,0.0122,0.0079,28814,19791,1.0,0.2726,0.1509,0.105,9430,4913,0.5243,0.0235,0.0089,0.006,117898,86606,0.7146,0.3239,0.2176,0.1436,12796,6095,0.5022,0.0316,0.0118,0.0066,323341,173561,0.5817,0.8291,0.3114,0.2034,No,1,0,1,1,0,642,0
sdv-id-mYoFra,241991,706418,1258000,2.6005,5.2023,2.183,12594,11720,0.8108,0.0522,0.0337,0.0201,310,252,0.5004,0.0038,0.0084,0.0001,38837,22784,0.6432,0.1565,0.0689,0.045,1131,714,0.3586,0.0001,0.0,0.0,0,0,0.5396,0.0033,0.0,0.0,33358,19706,0.551,0.1287,0.0495,0.0351,10459,10597,0.5571,0.0432,0.0216,0.0136,0,0,1.0,0.0979,0.0278,0.0126,13494,7030,0.5153,0.0512,0.0231,0.0141,83364,13751,0.5879,0.1945,0.1542,0.0367,16834,8474,0.5024,0.0602,0.0223,0.0175,195203,110625,0.5616,0.8331,0.3146,0.2768,No,1,0,0,1,0,637,0
sdv-id-UCZAkk,251408,626741,1193890,4.2495,4.1685,1.9597,6220,3768,0.6502,0.0202,0.0063,0.0052,19040,16111,0.5018,0.1803,0.0462,0.0025,16990,8571,0.4946,0.0586,0.0291,0.0163,738,900,0.6893,0.0,0.0,0.0,192,157,0.4897,0.0225,0.0004,0.0001,43146,23032,0.5272,0.1673,0.0734,0.0606,10272,1287,0.2414,0.0356,0.0187,0.0121,0,0,1.0,0.1253,0.0327,0.0165,7148,4181,0.5371,0.0354,0.0175,0.0097,102848,37582,0.6542,0.226,0.1828,0.063,18007,8609,0.5022,0.0598,0.0273,0.0205,223279,110883,0.5117,0.8186,0.3274,0.2706,No,1,1,1,1,0,641,0
sdv-id-LMTQsY,268217,623539,2362501,1.9342,8.7708,4.1609,3261,412,0.3703,0.011,0.0044,0.001,14420,13363,0.5011,0.1456,0.0422,0.0013,29307,17513,0.7028,0.0931,0.0529,0.0071,53,41,0.2031,0.0,0.0,0.0,19849,10172,0.4779,0.1044,0.0211,0.0021,44074,20946,0.5001,0.1414,0.0801,0.0153,10027,2577,0.4471,0.0387,0.0196,0.0038,10577,9152,1.0,0.259,0.1271,0.0602,7438,3562,0.4783,0.0263,0.014,0.0024,66889,10345,0.437,0.1038,0.079,0.0213,17575,8607,0.5035,0.0565,0.0268,0.0045,244989,119041,0.4693,0.8698,0.3915,0.0992,High,1,1,1,1,0,562,0
sdv-id-zPnhLt,333253,1423420,855843,5.643,1.559,0.3105,34329,12793,0.4031,0.1133,0.0299,0.0453,17,29,0.5041,0.0001,0.0058,0.0,35928,17732,0.4933,0.1418,0.0273,0.0518,599,258,0.8233,0.0,0.0,0.0,0,0,0.5646,0.0052,0.0,0.0,31839,17135,0.553,0.0802,0.0239,0.0289,12338,10162,0.665,0.0396,0.0074,0.0122,217,533,1.0,0.1999,0.0643,0.0503,11661,5250,0.5101,0.0364,0.0075,0.0146,95972,14851,0.7315,0.1705,0.1087,0.0432,16881,8373,0.502,0.0457,0.01,0.0158,293235,197819,0.6005,0.9108,0.1932,0.423,No,1,0,1,1,0,676,0
sdv-id-qCxyaY,264660,535211,2054343,2.0293,7.6315,3.9327,17014,9169,0.4437,0.0694,0.0321,0.0146,1685,1726,0.5006,0.0342,0.0145,0.0003,44705,26303,0.6489,0.1595,0.06,0.029,1382,1013,0.9165,0.0005,0.0,0.0,14613,7252,0.4828,0.1001,0.0122,0.0023,36985,19938,0.5505,0.1285,0.0816,0.0158,14721,1555,0.422,0.0542,0.0282,0.0084,42,156,1.0,0.1641,0.0447,0.0293,14418,6418,0.5145,0.0522,0.0248,0.0066,40324,115,0.6068,0.0139,0.0451,0.0019,18754,9596,0.5018,0.0643,0.0305,0.0089,205572,133765,0.5452,0.7884,0.3934,0.1147,High,1,0,0,1,0,549,1
sdv-id-frxtxf,269057,1981125,832600,9.0975,2.666,0.1691,12164,5063,0.3024,0.0478,0.0065,0.0309,27624,18639,0.5045,0.1987,0.0503,0.0036,27451,16946,0.7099,0.0857,0.0077,0.0381,97,184,0.8626,0.0,0.0,0.0,0,0,0.5885,0.0021,0.0,0.0,60180,29022,0.4899,0.2027,0.0308,0.1068,14179,20609,0.972,0.06,0.0079,0.0243,11,55,1.0,0.1661,0.0322,0.0356,10849,6341,0.5642,0.0368,0.0042,0.0155,85588,33965,0.6985,0.2319,0.1036,0.0701,18911,9664,0.5023,0.0747,0.0086,0.0403,245631,177083,0.6065,0.9593,0.1165,0.4478,No,1,0,1,1,0,684,0
sdv-id-tlAPwS,232269,339925,629969,1.204,2.4063,1.848,11785,1949,0.1696,0.0498,0.0226,0.0155,5275,6147,0.5051,0.0611,0.0197,0.0003,51305,32362,0.7302,0.2284,0.1112,0.0805,1191,809,1.0419,0.0001,0.0,0.0,5,14,0.527,0.0124,0.0001,0.0001,20359,11058,0.5007,0.0957,0.0553,0.0283,4562,2841,0.0833,0.0213,0.0123,0.0066,8138,7894,1.0,0.2476,0.1097,0.0954,15266,8276,0.5705,0.0669,0.041,0.0217,33373,6,0.2468,0.0043,0.0474,0.0012,17808,9029,0.5028,0.0698,0.0523,0.0217,148924,62867,0.3585,0.6723,0.4599,0.3074,No,1,0,0,1,0,698,0
sdv-id-MJubRB,209398,593105,299804,1.1937,1.4654,0.5054,41228,11790,0.4421,0.1961,0.0645,0.0971,760,734,0.5002,0.0151,0.0111,0.0002,54341,32608,0.4981,0.2475,0.0978,0.1227,887,1017,0.7333,0.0,0.0,0.0,3156,1991,0.5389,0.0816,0.0032,0.0009,27958,14852,0.5014,0.1499,0.0478,0.0913,9149,9045,0.738,0.0449,0.0165,0.0267,0,0,1.0,0.0933,0.0285,0.0162,16599,7971,0.4864,0.0809,0.0326,0.0406,15724,0,0.2157,0.0002,0.0171,0.0003,20190,10053,0.5013,0.0864,0.0341,0.0549,142396,80166,0.4588,0.7376,0.2875,0.5034,No,1,0,0,1,0,649,0
sdv-id-NIptnx,180170,298188,290414,1.0817,1.7752,1.7145,17888,16269,0.7457,0.0929,0.0522,0.0354,33432,19213,0.5022,0.2202,0.0666,0.0062,28563,12721,0.4931,0.1246,0.066,0.0504,74,27,0.4979,0.0,0.0,0.0,60,68,0.6346,0.026,0.0002,0.0001,15412,7637,0.4821,0.0895,0.053,0.0409,7745,1705,0.585,0.0407,0.025,0.0187,1126,1918,1.0,0.207,0.102,0.0712,11823,6195,0.4928,0.0566,0.037,0.0244,32479,19,0.5415,0.0139,0.0429,0.0025,13294,6660,0.5022,0.0579,0.0364,0.0232,129494,69566,0.5204,0.6899,0.4448,0.3121,No,1,0,0,1,0,707,0
sdv-id-JnnKQH,299381,192102,2391298,0.7441,6.2253,7.1955,27980,17491,0.6578,0.0993,0.1232,0.013,161,161,0.5024,0.0031,0.0126,0.0,49204,29625,0.5555,0.1991,0.2245,0.0238,689,469,1.0403,0.0,0.0,0.0,2452,1511,0.47,0.065,0.0048,0.0008,11038,5470,0.473,0.0512,0.0536,0.0073,6364,13042,0.6814,0.0196,0.0312,0.0019,56,216,1.0,0.1484,0.0887,0.0267,15096,6991,0.4675,0.0554,0.0623,0.0057,115929,40137,0.4709,0.2416,0.2547,0.0413,8766,4302,0.4997,0.0342,0.0623,0.0038,179180,96333,0.5195,0.6996,0.9433,0.0951,No,1,0,0,1,0,606,0
sdv-id-MXhHwG,314934,409009,2174652,0.8228,7.3105,5.0562,27593,14281,0.691,0.0978,0.0916,0.0381,1138,890,0.5031,0.0173,0.0193,0.0002,21876,10317,0.4935,0.0595,0.043,0.0138,1163,1038,0.8811,0.0001,0.0,0.0,0,0,0.4019,0.0043,0.0,0.0,33130,16235,0.5194,0.0929,0.079,0.0208,11509,2254,0.6255,0.037,0.0277,0.0089,39,146,1.0,0.1369,0.0739,0.0275,7180,2441,0.456,0.0236,0.0207,0.0044,122219,89995,0.6292,0.3362,0.3061,0.1362,11917,6997,0.5053,0.0421,0.0279,0.0062,265942,118189,0.5635,0.7173,0.7215,0.1596,No,1,0,0,1,0,536,1
sdv-id-DAwSOZ,321059,1938697,1626706,6.4434,4.2091,0.5145,26364,9571,0.2068,0.0775,0.0174,0.0264,37420,19324,0.5031,0.222,0.077,0.0104,21108,11614,0.5331,0.0509,0.0055,0.0118,715,251,0.6767,0.0,0.0,0.0,0,0,0.6292,0.0025,0.0,0.0,50571,26923,0.5757,0.1329,0.0256,0.0335,15048,23410,0.4728,0.042,0.0061,0.0115,19,93,1.0,0.1531,0.0535,0.0317,5442,3308,0.5673,0.0172,0.0027,0.0044,108633,22424,0.7695,0.1603,0.1015,0.0474,15986,8078,0.5036,0.0402,0.0072,0.007,334689,215290,0.6167,0.9667,0.1329,0.3389,No,1,0,0,1,1,606,0
sdv-id-FhjxXq,248131,1751665,1951206,7.9083,7.8807,0.776,7205,3447,0.6246,0.028,0.0021,0.0035,96,87,0.5003,0.0013,0.0053,0.0,16338,9409,0.6664,0.0565,0.0068,0.0126,1016,882,1.0861,0.0001,0.0,0.0,1584,622,0.4841,0.0389,0.0008,0.0001,32727,13836,0.4562,0.1424,0.0222,0.0301,8453,1176,0.179,0.0352,0.0038,0.0078,2,17,1.0,0.1222,0.0297,0.0222,11320,6164,0.541,0.0434,0.0043,0.0072,135224,158788,0.377,0.4081,0.2758,0.2317,17104,8433,0.5053,0.0594,0.0083,0.0146,183758,76306,0.4156,0.8058,0.1058,0.1098,No,1,0,0,1,0,656,0
sdv-id-DdfsQX,263686,870494,2548290,4.6642,10.3716,3.0282,16442,7597,0.1654,0.0621,0.0247,0.0074,1393,1519,0.5007,0.0193,0.0176,0.0001,30207,16363,0.5686,0.1025,0.0369,0.0076,288,245,1.057,0.0,0.0,0.0,7965,3285,0.4393,0.0791,0.0069,0.001,39105,18062,0.4898,0.1356,0.0425,0.0118,13123,2492,0.5001,0.0508,0.0152,0.0037,470,885,1.0,0.1811,0.0694,0.0231,9653,5609,0.507,0.0343,0.0097,0.0026,99327,54658,0.5413,0.268,0.1672,0.0741,18110,8490,0.502,0.0597,0.0176,0.0043,239578,117433,0.5081,0.9086,0.2804,0.0923,No,1,1,1,1,1,603,1
sdv-id-siwzCL,207776,1551200,742218,8.3677,4.2116,0.2909,9788,10717,0.366,0.0423,0.0044,0.0141,180,130,0.5034,0.0047,0.0079,0.0001,5248,2627,0.4933,0.0285,0.0043,0.0112,785,357,0.8116,0.0,0.0,0.0,789,312,0.5733,0.0425,0.0006,0.0004,41709,19422,0.5358,0.1684,0.0283,0.1072,8480,16300,0.7259,0.041,0.0061,0.0194,368,760,1.0,0.206,0.0565,0.0582,6634,4166,0.5333,0.0292,0.0041,0.0128,111118,111785,0.5694,0.3612,0.1808,0.1792,11563,6199,0.5031,0.0581,0.0083,0.0279,209500,112736,0.5476,0.8466,0.1217,0.4457,High,1,1,0,1,0,586,0
sdv-id-MSxQYX,216383,1170563,429084,7.2506,2.1861,0.3454,11081,1541,0.3203,0.047,0.0077,0.0238,16436,15007,0.5032,0.1664,0.043,0.0022,8960,4346,0.505,0.0373,0.0071,0.0177,1364,1064,0.5934,0.0006,0.0,0.0,13079,6635,0.5963,0.088,0.007,0.0015,23785,12776,0.5047,0.1071,0.0245,0.0354,6642,5935,0.8877,0.0301,0.0057,0.0118,0,0,1.0,0.1201,0.0302,0.0219,3988,2421,0.6019,0.0207,0.0036,0.0083,148065,158788,0.7396,0.4568,0.3574,0.3117,7527,3476,0.5037,0.0384,0.0078,0.0107,211909,101142,0.5809,0.9795,0.154,0.4451,No,1,1,0,1,0,629,0
sdv-id-KcoIKZ,364425,640052,5007834,1.215,13.7605,7.9559,9936,5118,0.3412,0.0236,0.011,0.0008,60,49,0.5009,0.0023,0.0063,0.0,47415,26724,0.4986,0.1268,0.0634,0.0029,516,488,0.6409,0.0,0.0,0.0,466,217,0.4444,0.0451,0.001,0.0001,23264,10500,0.4227,0.0842,0.0366,0.007,11604,1683,0.2033,0.0312,0.0155,0.0011,474,1010,1.0,0.1716,0.0976,0.0228,16536,8384,0.5041,0.062,0.0329,0.0024,113333,42382,0.5292,0.2137,0.1775,0.0335,17248,8521,0.5007,0.0562,0.0347,0.0031,243268,98167,0.4949,0.6929,0.3586,0.0514,No,1,1,0,1,0,541,1
sdv-id-MKCvNL,225594,608416,2685132,2.3862,11.9424,3.6775,18914,10087,0.4289,0.0741,0.0326,0.004,344,294,0.5034,0.0066,0.0081,0.0,46639,27893,0.6121,0.1863,0.0767,0.0138,336,204,0.6858,0.0,0.0,0.0,0,0,0.5595,0.0055,0.0,0.0,44389,21897,0.5012,0.2041,0.0729,0.0127,16537,11316,0.6888,0.0711,0.0237,0.0042,0,0,1.0,0.0804,0.0263,0.009,16640,8295,0.5194,0.0818,0.0378,0.0066,72680,2605,0.2427,0.0868,0.0852,0.0161,19335,10004,0.5005,0.0984,0.046,0.0056,180310,77414,0.4816,0.8635,0.3272,0.0627,No,1,1,0,1,0,632,0
sdv-id-VirTYm,194697,262221,878826,0.9779,3.5049,2.6937,7636,1347,0.2719,0.0351,0.0251,0.0067,1955,2019,0.4989,0.0419,0.0204,0.0005,35398,17973,0.4958,0.2012,0.1337,0.0534,509,400,1.1498,0.0,0.0,0.0,13486,7653,0.4575,0.095,0.0135,0.0022,17157,7329,0.4522,0.0879,0.0737,0.0192,11884,701,0.1586,0.062,0.0402,0.017,11119,9729,1.0,0.2576,0.1275,0.0693,13063,7577,0.5548,0.0694,0.0452,0.0192,15098,0,0.1034,0.0005,0.0202,0.0,10864,5480,0.5023,0.068,0.0489,0.0167,149502,62498,0.4603,0.6988,0.5618,0.1836,High,1,0,1,1,0,548,1
sdv-id-WUmUDC,105495,306186,223804,2.3133,5.9044,0.9414,8579,809,0.28,0.091,0.021,0.0296,16548,14501,0.5047,0.1852,0.0423,0.0024,20518,12999,0.6467,0.1752,0.0635,0.0487,496,347,0.8422,0.0,0.0,0.0,0,0,0.5421,0.0052,0.0,0.0,36063,14053,0.4177,0.3561,0.0918,0.1049,9078,3401,0.2852,0.097,0.0294,0.029,0,0,1.0,0.0785,0.0236,0.009,8062,4038,0.4929,0.0709,0.024,0.0203,24348,31,0.1967,0.0159,0.0387,0.0054,15761,7776,0.5029,0.136,0.0506,0.0458,95060,45364,0.4223,0.7849,0.2409,0.2445,No,1,0,0,1,0,616,0
sdv-id-EZkkAW,148937,600449,355380,3.1539,2.797,0.7444,4827,3269,0.535,0.0364,0.0217,0.019,840,685,0.4984,0.012,0.0117,0.0001,13272,6732,0.4967,0.0964,0.0341,0.037,1126,868,0.9038,0.0001,0.0,0.0,404,303,0.5059,0.0409,0.0012,0.0005,20375,12107,0.5494,0.1443,0.0344,0.0325,1673,230,0.1568,0.0134,0.0041,0.0053,1016,1803,1.0,0.1937,0.0866,0.0642,6258,2813,0.5301,0.034,0.0092,0.0116,60954,6406,0.2703,0.1247,0.0885,0.041,9875,4409,0.5017,0.0531,0.0139,0.0129,110437,54796,0.451,0.732,0.1772,0.2615,High,1,1,0,1,1,653,0
sdv-id-YUNUFC,121938,625478,688654,6.7044,7.1777,0.9567,1510,1484,0.7477,0.0153,0.0025,0.0041,20150,16014,0.5016,0.1894,0.0514,0.0032,12660,7543,0.5549,0.1339,0.0242,0.0261,1284,1025,0.0392,0.0004,0.0,0.0,0,0,0.4988,0.0028,0.0,0.0,46571,26917,0.5008,0.3942,0.0719,0.0626,10167,10684,0.7076,0.0852,0.0155,0.0186,3,22,1.0,0.1472,0.0466,0.0238,5881,3332,0.5367,0.0497,0.0097,0.0104,20910,1,0.4185,0.0023,0.0216,0.0003,18463,8159,0.503,0.1128,0.0242,0.02,116399,58632,0.5264,0.9397,0.1954,0.1496,No,1,0,1,1,1,588,0
sdv-id-qpjuzG,179363,356385,182400,1.3006,0.9149,0.9033,10045,4061,0.6194,0.055,0.0238,0.019,6,5,0.5031,0.0001,0.0052,0.0,19036,11414,0.6969,0.1139,0.071,0.0562,953,810,1.0255,0.0001,0.0,0.0,841,753,0.5104,0.0627,0.0023,0.0005,16072,7435,0.4926,0.0856,0.0425,0.0591,6461,7398,0.4183,0.032,0.0197,0.0219,77409,40821,1.0,0.3579,0.1998,0.2226,5136,3215,0.5449,0.0305,0.0156,0.0195,26045,16,0.5148,0.0063,0.0385,0.0035,7541,3565,0.5032,0.0419,0.021,0.0261,143367,77486,0.5233,0.7239,0.4022,0.6255,High,1,0,1,1,0,668,0
sdv-id-TyCMlS,140840,211184,1460368,1.3127,10.5112,5.8265,5378,3255,0.5468,0.0439,0.0275,0.0036,7609,8257,0.5018,0.0951,0.0314,0.0005,15773,8246,0.5065,0.1296,0.0746,0.0145,775,1022,0.8308,0.0,0.0,0.0,15184,6786,0.5452,0.1002,0.0162,0.0017,28550,13191,0.4562,0.1976,0.136,0.0161,4078,3188,0.6708,0.0336,0.0212,0.0024,0,2,1.0,0.1301,0.0402,0.0124,7584,3658,0.5028,0.0576,0.038,0.0049,41302,537,0.1879,0.0565,0.0811,0.008,15592,7779,0.5013,0.0908,0.0632,0.0087,117391,56377,0.454,0.7797,0.6012,0.0807,High,1,1,0,1,0,579,0
sdv-id-CzDKrz,547219,1156833,3857550,1.5827,7.6714,4.2723,31870,9672,0.5658,0.0636,0.0199,0.0052,223,245,0.5058,0.0032,0.0093,0.0,62294,44066,0.7193,0.2381,0.1345,0.0226,733,247,0.6461,0.0,0.0,0.0,609,839,0.5391,0.05,0.0014,0.0003,42606,21393,0.5423,0.0699,0.0334,0.0079,13286,4035,0.5503,0.0231,0.0123,0.002,1073,1699,1.0,0.1773,0.0639,0.0357,16920,8451,0.5263,0.0594,0.0282,0.0049,83366,1240,0.539,0.0433,0.0554,0.0038,20358,10180,0.5027,0.052,0.026,0.0041,411437,240871,0.6009,0.8046,0.4219,0.085,High,1,1,1,1,0,508,0
sdv-id-mhfJHf,390061,2466319,1731129,8.7751,3.8222,0.3737,14249,3578,0.285,0.0334,0.0034,0.019,27,12,0.5006,0.0006,0.0061,0.0,34195,17016,0.5039,0.0951,0.0097,0.0285,762,958,1.1085,0.0,0.0,0.0,5783,2340,0.4561,0.0758,0.0045,0.001,52939,21416,0.4156,0.139,0.024,0.0524,18679,15671,0.6902,0.0562,0.0067,0.0153,57,195,1.0,0.1499,0.041,0.0287,16716,8300,0.4776,0.0504,0.0071,0.0146,106042,19860,0.3702,0.1489,0.07,0.0499,20217,10163,0.5034,0.0714,0.0097,0.0269,305685,116656,0.4743,0.8686,0.1145,0.3013,High,1,1,0,1,0,569,0
sdv-id-GfUgHG,247532,1729867,1969105,5.9446,7.4698,0.8284,6340,1839,0.229,0.0249,0.0037,0.0019,20092,16379,0.5044,0.1796,0.0493,0.0021,10625,6493,0.5698,0.0474,0.0053,0.0045,514,689,0.4166,0.0,0.0,0.0,3120,1030,0.4642,0.0606,0.0016,0.0005,44132,19851,0.4149,0.1621,0.0246,0.0218,5316,1209,0.6014,0.022,0.0028,0.0018,2069,2635,1.0,0.219,0.1028,0.0417,7202,2956,0.5202,0.0266,0.0035,0.0028,83380,26428,0.5401,0.1811,0.0984,0.0414,14150,7616,0.5033,0.0591,0.008,0.0074,213365,96393,0.5135,0.7607,0.1172,0.0722,High,1,1,0,1,1,557,0
sdv-id-AhkDpB,236815,659648,2664333,3.6681,11.5703,5.8512,19321,12628,0.5741,0.0793,0.0347,0.0031,26,13,0.5008,0.0005,0.0063,0.0,14167,8341,0.5533,0.0557,0.022,0.0045,261,703,1.03,0.0,0.0,0.0,405,342,0.5119,0.0282,0.0009,0.0001,57801,35992,0.6139,0.2727,0.1083,0.0144,14638,11443,0.9648,0.0616,0.0283,0.0034,3276,3710,1.0,0.2368,0.0742,0.0386,6447,4794,0.5145,0.0294,0.0136,0.0019,48266,244,0.8871,0.0238,0.0371,0.0011,15528,7514,0.5049,0.0653,0.0245,0.0049,193691,148823,0.698,0.7342,0.2929,0.0567,No,1,0,1,1,0,519,1
